"order_id","amazon_id","flipkart_id","myntra_id","gender","location","product_category","quantity","coupan_status","ofline_spend","coupan_code","region","country","item_type","sales_channel","name","product","m_price","color","m_brand","category","f_price","stock_qty","f_ratings","f_brand","f_seller"
277,"A-277","F_277","M-277","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Red & White Floral Printed Pure Cotton Kurta with Salwar","Kurta, Salwar",2799,"Red","Biba","Laptops","83016.64",799,"3.4","Dell","Gadget Shop"
278,"A-278","F_278","M-278","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Blue Printed Anarkali Kurta","Anarkali Kurta",1899,"Turquoise Blue","Vishudh","Cameras","124651.61",359,"4.9","Canon","XYZ Electronics"
279,"A-279","F_279","M-279","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Ethnic Motifs Pure Cotton WFH Co-Ords Kurta Set","Kurta Set",2999,"Mustard","Anouk","Footwear","64937.04",843,"4","Nike","Sports Zone"
280,"A-280","F_280","M-280","M","California","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"IkDaiya Women Off White Floral Embroidered Kurti with Trousers & With Dupatta","Kurti, Trousers, Dupatta",5298,"Off White","IkDaiya","Televisions","108262.13",683,"4.3","Samsung","Sports Zone"
281,"A-281","F_281","M-281","M","California","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"House of Pataudi Women Peach-Coloured & Gold-Toned Floral Embroidered Rozana Kurta","Kurta",2999,"Peach","House of Pataudi","Footwear","52498.32",526,"4.1","Adidas","Sports Zone"
282,"A-282","F_282","M-282","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Black Ethnic Motifs Printed Pure Cotton Kurta with Palazzos","Kurta, Palazzos",1599,"Black","Anouk","Mobile Phones","74568.44",688,"3","Apple","Laptop Hub"
283,"A-283","F_283","M-283","M","California","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Myshka Women Green Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",5499,"Green","Myshka","Smart Home Devices","37599.95",250,"3.7","Amazon","Gadget Shop"
284,"A-284","F_284","M-284","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Blue & Pink Floral Printed Kurta","Kurta",1399,"Blue","Vishudh","Smart Home Devices","141181.83",889,"3.2","Amazon","ABC Retailers"
285,"A-285","F_285","M-285","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Ishin Women Pink Floral Printed Regular Kurta with Sharara & With Dupatta","Kurta, Sharara, Dupatta",8299,"Pink","Ishin","Footwear","87871",416,"4.9","Nike","TV World"
286,"A-286","F_286","M-286","F","Chicago","Nest-USA","4","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Nayo Women Blue Abstrac Printed Straight Three Quarter Sleeves Kurta","Kurta",1299,"Blue","Nayo","Footwear","9846.53",529,"3.2","Nike","Gadget Shop"
287,"A-287","F_287","M-287","F","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Yellow & White Floral Print Straight Pure Cotton Kurta with Trousers","Kurta, Trousers",1799,"Yellow","Sangria","Headphones","96546.84",548,"4.9","Sony","Sports Zone"
288,"A-288","F_288","M-288","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Assorted Geometric Printed Kurta","Kurta",1299,"Assorted","Biba","Smart Home Devices","86638.32",240,"3.8","Amazon","TV World"
289,"A-289","F_289","M-289","F","Chicago","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Black & White Bandhani Printed Halter Neck Kurta","Kurta",1999,"Black","Anouk","Headphones","45157.79",698,"4","Sony","Camera Store"
290,"A-290","F_290","M-290","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"IkDaiya Women Magenta Ethnic Motifs Printed Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",4598,"Magenta","IkDaiya","Wearable Technology","136618.34",152,"5","Fitbit","ABC Retailers"
291,"A-291","F_291","M-291","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Blue & White Printed Straight Kurta","Kurta",1349,"Blue","Vishudh","Footwear","61040.69",462,"3.5","Adidas","Health Gear"
292,"A-292","F_292","M-292","F","New York","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Pink & Yellow Checked Pure Cotton Kurta","Kurta",1099,"Pink","Anouk","Footwear","58854.91",738,"4.8","Adidas","TV World"
293,"A-293","F_293","M-293","F","New York","Nest-USA","4","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"AHIKA Women Navy Blue Floral Printed Pure Cotton Kurta","Kurta",1748,"Navy Blue","AHIKA","Headphones","129570.17",818,"3.7","Sony","Laptop Hub"
294,"A-294","F_294","M-294","F","New York","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Aayna Women Green Embroidered Kurta with Trousers","Kurta, Trousers",4449,"Green","Aayna","Mobile Phones","110111.95",985,"3.6","Apple","Laptop Hub"
295,"A-295","F_295","M-295","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Sea Green & Golden Printed Gotta Patti Kurta with Trousers","Kurta, Trousers",2999,"Sea Green","Sangria","Wearable Technology","11599.95",796,"4.8","Fitbit","Audio World"
296,"A-296","F_296","M-296","F","New York","Nest-USA","3","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Blue & Off White Floral Printed Kurta","Kurta",899,"Blue","Anouk","Headphones","115096.67",951,"3.9","Sony","Camera Store"
297,"A-297","F_297","M-297","F","New York","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Purple Printed Regular Pure Cotton Kurta with Palazzos","Kurta, Palazzos",2299,"Purple","Anouk","Laptops","97521.42",732,"3.2","Dell","Laptop Hub"
298,"A-298","F_298","M-298","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"FASHOR Women Red Bandhani Printed & Zari Embroidered Kurta","Kurta",2699,"Red","FASHOR","Footwear","111750.36",574,"3.8","Nike","TV World"
299,"A-299","F_299","M-299","F","New York","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Fuchsia Pink & White Floral Printed Pure Cotton Kurta with Trousers","Kurta, Trousers",1799,"Fuchsia","Sangria","Mobile Phones","72829.5",379,"4.2","Samsung","ABC Retailers"
300,"A-300","F_300","M-300","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Kvsfab Women Grey Mirror Work Yoke Design Layered Kurta with Sharara & Dupatta","Kurta, Sharara, Dupatta",7799,"Grey","Kvsfab","Mobile Phones","136737.56",859,"4.2","Apple","Laptop Hub"
301,"A-301","F_301","M-301","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Blue & White Ethnic Motifs Printed Kurta","Kurta",999,"Blue","HERE&NOW","Headphones","54300.99",51,"4.1","Sony","Audio World"
302,"A-302","F_302","M-302","F","New York","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Red & Yellow Ethnic Motifs Printed Kurta with Palazzos","Kurta, Palazzos",1699,"Red","Anouk","Mobile Phones","97201.92",366,"3.3","Samsung","Camera Store"
303,"A-303","F_303","M-303","F","New York","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"GERUA Women Black Regular Kurta With Palazzos","Kurta, Palazzos",1999,"Black","GERUA","Laptops","75789.71",859,"3.6","Dell","Health Gear"
304,"A-304","F_304","M-304","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Blue Ethnic Motifs Printed Regular Kurta with Sharara & With Dupatta","Kurta, Sharara, Dupatta",3099,"Blue","HERE&NOW","Mobile Phones","60371.2",78,"4.9","Samsung","Sports Zone"
305,"A-305","F_305","M-305","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Tikhi Imli Lovely Green and Pink Ethnic Motifs Printed Kurta","Kurta",1498,"Green","Tikhi Imli","Televisions","41468.81",189,"4.4","Samsung","TV World"
306,"A-306","F_306","M-306","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"W Women Maroon & Beige Ethnic Motifs Woven Design Mandarin Collar A-line Kurta","Kurta",1799,"Maroon","W","Headphones","8540.51",966,"4.2","Sony","Sports Zone"
307,"A-307","F_307","M-307","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Black & Silver Ethnic Motifs Printed Pure Cotton Kurta","Kurta",1899,"Black","HERE&NOW","Mobile Phones","23680.12",140,"4.2","Samsung","Sports Zone"
308,"A-308","F_308","M-308","F","New York","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Pink Pure Cotton Kurta with Trousers","Kurta, Trousers",2999,"Pink","Anouk","Footwear","85163.47",240,"4.1","Adidas","Sports Zone"
309,"A-309","F_309","M-309","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"all about you Women Pink & Gold-Toned  Embroidered Floral Yoke Design Thread  Kurta","Kurta",1999,"Pink","all about you","Mobile Phones","102490.82",204,"3.1","Apple","Sports Zone"
310,"A-310","F_310","M-310","F","New York","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Myshka Women White Anarkali Kurta With Dupatta","Kurta, Dupatta",4999,"White","Myshka","Televisions","69901.58",818,"4.4","Samsung","Health Gear"
311,"A-311","F_311","M-311","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"KALINI Women Magenta Ethnic Motifs Embroidered Pure Cotton Kurta with Palazzo & Dupatta","Kurta, Palazzo, Dupatta",4999,"Magenta","KALINI","Footwear","13701.15",743,"3.6","Nike","Laptop Hub"
312,"A-312","F_312","M-312","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Blue & White Ethnic Motifs Printed Kurta","Kurta",1999,"Blue","Anouk","Laptops","108491.84",835,"3.9","Dell","ABC Retailers"
313,"A-313","F_313","M-313","F","New York","Nest-USA","2","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Off White & Grey Floral Print Straight Kurta","Kurta",999,"Off White","Sangria","Footwear","67382.41",222,"3.4","Adidas","Camera Store"
314,"A-314","F_314","M-314","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Red Floral Printed Empire Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",5999,"Red","Indo Era","Mobile Phones","13514.9",145,"4","Apple","TV World"
315,"A-315","F_315","M-315","M","California","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"AURELIA Women Lime Green Checked Printed Kurta","Kurta",1999,"Lime Green","AURELIA","Televisions","136621.61",793,"4.5","Samsung","Health Gear"
316,"A-316","F_316","M-316","M","California","Nest-USA","3","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Red & Black Chevron Printed Pure Cotton Kurta","Kurta",1499,"Red","Sangria","Headphones","91743.83",592,"3.5","Sony","Camera Store"
317,"A-317","F_317","M-317","M","California","Nest-USA","5","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Green Ethnic Motifs Printed Regular Gotta Patti Kurta with Palazzos","Kurta, Palazzos",1899,"Green","HERE&NOW","Headphones","37146.38",158,"3.2","Sony","Audio World"
318,"A-318","F_318","M-318","M","California","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"heemara Women Teal Green & Golden Embroidered Silk Georgette Kurti with Sharara & Dupatta","Kurti, Sharara, Dupatta",7999,"Teal","heemara","Footwear","33232.88",843,"3.9","Nike","Gadget Shop"
319,"A-319","F_319","M-319","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"max Women Red Ethnic Motifs Printed Kurta","Kurta",499,"Red","max","Wearable Technology","55907.27",446,"3.7","Fitbit","Sports Zone"
320,"A-320","F_320","M-320","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"DIVYANK Women Pink & Grey Ethnic Motifs Yoke Embroidered Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",3999,"Pink","DIVYANK","Headphones","20080.5",397,"4.9","Sony","Sports Zone"
321,"A-321","F_321","M-321","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Black Ethnic Motifs Yoke Design Pure Cotton Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",5299,"Black","Indo Era","Laptops","145540.01",980,"4.8","Dell","Audio World"
322,"A-322","F_322","M-322","M","California","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"KALINI Women Blue Printed Pure Cotton Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",3999,"Blue","KALINI","Cameras","28824.99",348,"4.3","Canon","Sports Zone"
323,"A-323","F_323","M-323","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Navy Blue & Off-White Checked Straight Kurta","Kurta",1799,"Navy Blue","Anouk","Footwear","19718.42",152,"3.2","Nike","Sports Zone"
324,"A-324","F_324","M-324","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Blue Ethnic Motifs Printed Regular Kurta with Palazzos","Kurta, Palazzos",1899,"Blue","HERE&NOW","Cameras","61199.29",466,"3.3","Canon","Health Gear"
325,"A-325","F_325","M-325","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Pink & White Ethnic Motifs Printed Cotton Kurta","Kurta",1099,"Pink","Anouk","Wearable Technology","80832.62",910,"4.5","Fitbit","Sports Zone"
326,"A-326","F_326","M-326","M","Chicago","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Black Regular Sequinned Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",8995,"Black","Biba","Cameras","67878.96",928,"4.6","Canon","Laptop Hub"
327,"A-327","F_327","M-327","M","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Red & Orange Self Design Kurta with Palazzos","Kurta, Palazzos",6799,"Red","Vishudh","Smart Home Devices","97622.67",922,"4.5","Amazon","Audio World"
328,"A-328","F_328","M-328","M","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Ishin Women White Ethnic Motifs Embroidered Layered Pure Cotton Kurta with Salwar & With Dupatta","Kurta, Salwar, Dupatta",7299,"White","Ishin","Televisions","42123.15",372,"3.7","Samsung","Camera Store"
329,"A-329","F_329","M-329","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"PIROH Women Orange & Off White Bandhani Print Gotta Patti Straight Kurta","Kurta",1799,"Orange","PIROH","Smart Home Devices","52156.48",840,"4.8","Amazon","Camera Store"
330,"A-330","F_330","M-330","M","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Blue & Gold-Toned Printed Kurta with Palazzos","Kurta, Palazzos",2299,"Blue","Anouk","Smart Home Devices","26599.47",648,"4.2","Amazon","Camera Store"
331,"A-331","F_331","M-331","M","Chicago","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"W Women Blue & Black Printed Straight Kurta","Kurta",1599,"Blue","W","Mobile Phones","141237.3",60,"4.9","Samsung","Camera Store"
332,"A-332","F_332","M-332","M","Chicago","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women Pink Printed Straight Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",2999,"Pink","Libas","Cameras","68166.34",374,"4.1","Canon","Laptop Hub"
333,"A-333","F_333","M-333","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"AHIKA Women Grey & Gold-Toned Embroidered Pure Cotton Kurta With Palazzos & Dupatta","Kurta, Palazzos, Dupatta",3487,"Grey","AHIKA","Mobile Phones","28707.06",465,"4","Samsung","ABC Retailers"
334,"A-334","F_334","M-334","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women Black Floral Printed Gotta Patti Pure Cotton Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",2999,"Black","Libas","Headphones","77780.4",486,"4.1","Sony","ABC Retailers"
335,"A-335","F_335","M-335","M","Chicago","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Navy Blue Yoke Design Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",3399,"Navy Blue","Indo Era","Televisions","7541",699,"3.3","Samsung","Camera Store"
336,"A-336","F_336","M-336","M","Chicago","Nest-USA","3","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Green & White Floral Printed Regular Kurta With Trousers & Dupatta","Kurta, Trousers, Dupatta",2349,"Green","Vishudh","Televisions","97115.21",231,"3.9","Samsung","Health Gear"
337,"A-337","F_337","M-337","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"AHIKA Women White & Blue Printed Straight Kurta","Kurta",860,"White","AHIKA","Smart Home Devices","95011.02",274,"3.9","Amazon","Audio World"
338,"A-338","F_338","M-338","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Grey & White Khari Print Panelled Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",5599,"Grey","Indo Era","Mobile Phones","121606.13",210,"4.8","Samsung","Sports Zone"
339,"A-339","F_339","M-339","M","Chicago","Nest-USA","2","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"KAAJH Women Blue Ethnic Motifs Printed Mirror Work Pure Cotton Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",3559,"Blue","KAAJH","Wearable Technology","101908.76",560,"3.3","Fitbit","Audio World"
340,"A-340","F_340","M-340","M","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Blue & White Printed Kurta with Sharara & Dupatta","Kurta, Sharara, Dupatta",4399,"Blue","Sangria","Televisions","45042.52",478,"3.9","Samsung","Health Gear"
341,"A-341","F_341","M-341","M","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Ahalyaa Geometric Crepe Top to Toe Fusion Kurta Set","Kurta Set",5500,"Burgundy","Ahalyaa","Smart Home Devices","88692.48",744,"4.8","Amazon","Audio World"
342,"A-342","F_342","M-342","M","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Rajnandini Women White & Yellow Floral Printed Keyhole Neck Pure Cambric Cotton Kurta","Kurta",1996,"White","Rajnandini","Mobile Phones","36935.63",545,"4.4","Apple","Sports Zone"
343,"A-343","F_343","M-343","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Pink & Off White Ethnic Motifs Printed Straight Kurta","Kurta",899,"Pink","Anouk","Wearable Technology","133012.51",162,"5","Fitbit","TV World"
344,"A-344","F_344","M-344","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women Blue & Gold Ethnic Motifs Yoke Design Thread Work Chanderi Silk Straight Kurta","Kurta",1799,"Blue","Libas","Laptops","113821.86",935,"3.6","Dell","Camera Store"
345,"A-345","F_345","M-345","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Ahalyaa Women Grey & Golden Ethnic Motifs Printed Flared Sleeves Kaftan Kurta","Kaftan Kurta",2650,"Grey","Ahalyaa","Mobile Phones","142610.86",286,"4","Apple","Gadget Shop"
346,"A-346","F_346","M-346","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Peach-Coloured Floral Embroidered Mirror Work Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",5999,"Peach","Indo Era","Smart Home Devices","71709.18",780,"4.6","Amazon","Sports Zone"
347,"A-347","F_347","M-347","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Varanga Women Orange Bandhani Motifs Printed Pure Cotton Kurta","Kurta",3299,"Orange","Varanga","Headphones","113089.94",722,"3.8","Sony","Audio World"
348,"A-348","F_348","M-348","F","Chicago","Nest-USA","5","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Yellow Ethnic Motifs Printed Keyhole Neck Kurta","Kurta",999,"Yellow","Anouk","Mobile Phones","25310.81",748,"4.7","Apple","XYZ Electronics"
349,"A-349","F_349","M-349","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Pink Solid Cotton Kurta With Jacket","Kurta, Jacket",1999,"Pink","Sangria","Footwear","86850.61",750,"3","Nike","XYZ Electronics"
350,"A-350","F_350","M-350","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Pink Printed Gotta Patti Kurta","Kurta",1699,"Pink","Sangria","Footwear","88629.06",452,"3.8","Nike","Gadget Shop"
351,"A-351","F_351","M-351","F","Chicago","Nest-USA","1","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"trueBrowns Women White Self Design Kurta with Palazzos","Kurta, Palazzos",2999,"White","trueBrowns","Laptops","78948.94",622,"3.2","Dell","Health Gear"
352,"A-352","F_352","M-352","F","Chicago","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anubhutee Women Maroon Embroidered Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",4349,"Maroon","Anubhutee","Smart Home Devices","85480.54",976,"4.9","Amazon","ABC Retailers"
353,"A-353","F_353","M-353","F","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Coral Orange & White Cotton Floral Print Panelled A-Line Kurta with Gathers","Kurta",2999,"Coral","Anouk","Headphones","23739.2",55,"4.5","Sony","Sports Zone"
354,"A-354","F_354","M-354","F","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Tikhi Imli Women Grey Keyhole Neck Thread Work Kurta","Kurta",1598,"Grey","Tikhi Imli","Footwear","69230.74",167,"3.5","Nike","Sports Zone"
355,"A-355","F_355","M-355","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Moda Rapido Women Black Solid Straight Kurta","Kurta",1799,"Black","Moda Rapido","Cameras","82278.28",985,"4.2","Canon","Health Gear"
356,"A-356","F_356","M-356","F","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Green Gotta Patti Work Pure Cotton Kurta with Palazzos &  Dupatta","Kurta, Palazzos, Dupatta",4099,"Green","Sangria","Smart Home Devices","80429.37",486,"5","Amazon","XYZ Electronics"
357,"A-357","F_357","M-357","F","Chicago","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Ishin Women Red Floral Embroidered Regular Kurta with Sharara & With Dupatta","Kurta, Sharara, Dupatta",8299,"Red","Ishin","Laptops","7688.96",819,"4.3","Dell","Health Gear"
358,"A-358","F_358","M-358","F","Chicago","Nest-USA","3","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Off White & Brown Pure Cotton Striped Kurta","Kurta",1599,"Off White","Biba","Footwear","73389.67",988,"4.9","Adidas","Camera Store"
359,"A-359","F_359","M-359","F","Chicago","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Khushal K Women Lime Green Printed Kurta with Churidar & Dupatta","Kurta, Churidar, Dupatta",4499,"Lime Green","Khushal K","Footwear","98064.56",991,"3","Adidas","TV World"
360,"A-360","F_360","M-360","F","Chicago","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Yufta Women Peach-Colour Ethnic Motifs Block Print Cotton Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",3499,"Peach","Yufta","Smart Home Devices","82431.69",510,"3.4","Amazon","Audio World"
361,"A-361","F_361","M-361","F","Chicago","Nest-USA","2","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anubhutee Women Red Ethnic Motifs Printed Empire Pure Cotton Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",5899,"Red","Anubhutee","Headphones","54150.47",957,"3.2","Sony","Sports Zone"
362,"A-362","F_362","M-362","F","Chicago","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Khushal K Women Peach-Coloured Yoke Design Kurta with Palazzos","Kurta, Palazzos",3699,"Peach","Khushal K","Wearable Technology","12578.5",977,"4.7","Fitbit","TV World"
363,"A-363","F_363","M-363","F","Chicago","Nest-USA","2","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Green Floral Printed Pure Cotton Kurta with Trousers","Kurta, Trousers",1999,"Green","Anouk","Televisions","61285.49",656,"4.2","Samsung","Camera Store"
364,"A-364","F_364","M-364","F","New York","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Varanga Women Maroon & Golden Printed Anarkali Kurta","Anarkali Kurta",2999,"Maroon","Varanga","Footwear","70027.32",769,"3.3","Adidas","Laptop Hub"
365,"A-365","F_365","M-365","F","New York","Nest-USA","4","Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Prakhya Women Blue Embroidered Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",4498,"Blue","Prakhya","Headphones","23839.07",516,"4.6","Sony","TV World"
366,"A-366","F_366","M-366","F","New York","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Woven Design Velvet Kurta Set","Kurta Set",6999,"Maroon","Indo Era","Footwear","85542.36",153,"4.9","Adidas","ABC Retailers"
367,"A-367","F_367","M-367","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"max Women Fuchsia Kurta","Kurta",499,"Fuchsia","max","Smart Home Devices","22333.7",500,"3.6","Amazon","Camera Store"
368,"A-368","F_368","M-368","F","New York","Nest-USA","1","Clicked",3000,"ELEC10",NULL,NULL,NULL,NULL,"Sangria Women Green & Silver Printed A-Line Kurta","Kurta",3299,"Green","Sangria","Cameras","25406.24",139,"4.4","Canon","Health Gear"
369,"A-369","F_369","M-369","F","New York","Nest-USA","1","Not Used",3000,"ELEC10",NULL,NULL,NULL,NULL,"Kvsfab Women Green Embellished Bell Sleeves Georgette Anarkali Kurta","Anarkali Kurta",4599,"Green","Kvsfab","Footwear","148614.08",404,"4","Adidas","TV World"
